Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
ab72ca80-93a6-782d-6d29-731dd11093bf,1969-06-12,,999-80-9278,S99926018,X72410032X,Mr.,Lon587,,Hauck852,,,D,white,nonhispanic,M,Fairfield  California  US,799 Jerde Village,South Monrovia Island,California,Los Angeles County,,0,34.07431262291944,-118.01554404716352,106453.88,143197.17,822038
bed368b2-ae78-02be-9b1f-fc0529994676,2008-03-30,,999-20-2551,S99945634,,Ms.,Lavone763,,Volkman526,,,,white,nonhispanic,F,San Jacinto  California  US,951 Rempel Rue Suite 8,Long Beach,California,Los Angeles County,6037.0,90831,33.82955736926239,-118.15702750841264,45164.7,6076.42,525702
007b2556-cfa9-4a4a-39b1-21423368a4a0,2014-01-04,,999-22-3383,,,,Monte325,Donnie175,Abbott774,,,,white,nonhispanic,M,Ontario  California  US,852 Parker Row,Beaumont,California,Riverside County,6065.0,92583,33.796434103755374,-116.97654770955673,47601.12,17109.82,73212
aa7738b1-52bc-774f-dc00-7a6275770aaa,1956-10-20,2015-05-11,999-61-9287,S99954837,X60920207X,Mrs.,Thersa321,Siu135,Walker122,,Kovacek682,M,white,nonhispanic,F,Orange  California  US,884 Predovic Landing Suite 91,Alhambra,California,Los Angeles County,6037.0,91801,34.042006137227524,-118.1154921156638,552332.85,904054.63,35288
6fa959e3-c935-8a70-2ca9-89997b1cc0b0,1991-08-16,,999-95-3012,S99956664,X1086217X,Mr.,Richie600,Myles862,Bergstrom287,,,M,white,hispanic,M,San Francisco  California  US,169 Sawayn Forge,Santa Clarita,California,Los Angeles County,6037.0,91381,34.4572125270786,-118.58033942627358,44604.37,72474.85,32241
a1974769-04f9-ee8c-55df-ab83a27d8858,2001-10-13,,999-78-4047,S99972453,X87660192X,Ms.,Ayana300,Katharina121,Mayert710,,,,white,nonhispanic,F,Fremont  California  US,1044 Ondricka Ranch Suite 57,Oxnard,California,Ventura County,6111.0,93003,34.30583122677808,-119.17357343107558,153399.33,211953.53,42051
14e06f90-5dce-051c-520d-8ba89e387514,2015-02-05,,999-73-9259,,,,Rory188,,Konopelski743,,,,black,nonhispanic,M,Wasco  California  US,305 Zieme Camp Suite 99,Indio,California,Riverside County,6065.0,92253,33.74678220607312,-116.20135012779244,1984.97,56358.03,44813
21ad04f0-f7af-b6ca-44cf-01b52e654dd4,2010-09-02,,999-73-8615,,,,Sage164,Leontine92,Mraz590,,,,white,nonhispanic,F,Palmdale  California  US,575 Cruickshank Mission Unit 87,Turlock,California,Stanislaus County,6099.0,95382,37.52792641146024,-120.91256339870412,56575.61,0.0,84390
ab3c7799-6d61-4f40-db1d-f72bcc1bdb4c,2019-10-20,,999-41-8425,,,,Shane235,Riley817,Ryan260,,,,asian,nonhispanic,M,Antelope  California  US,266 Bartell Fork,Mountain View,California,Santa Clara County,6085.0,94087,37.96097330772092,-122.17692309150544,1350.0,15681.9,16811
b8bc55af-d21c-3dea-d282-c4bcded943e2,2011-01-03,,999-98-3527,,,,Donetta1,Chasidy481,Cummerata161,,,,white,hispanic,F,Valinda  California  US,235 Hermiston Annex Suite 78,South San Francisco,California,San Mateo County,6081.0,94128,37.664785727862025,-122.45845813430256,3100.0,99878.99,31465
c3ec4d7e-3a7a-14d7-d8bd-867c6cb6b8ae,1981-08-11,,999-26-6854,S99929253,X4604593X,Mrs.,Manie910,Fermina506,Mante251,,Becker968,M,white,nonhispanic,F,Santa Ana  California  US,919 Koch Vista Suite 27,Fontana,California,San Bernardino County,6071.0,92335,34.134959243166655,-117.54878847869394,394447.77,772829.75,96429
5fff48f1-144d-acb2-40f2-a5afb2da885f,2004-11-24,,999-94-4066,S99943503,X17351109X,Ms.,Sherill945,Larue605,Lueilwitz711,,,,white,hispanic,F,Alameda  California  US,706 McGlynn Crossroad Suite 40,Bloomington,California,San Bernardino County,6071.0,92316,34.063421345848425,-117.39005077685236,30005.21,506415.1,32628
492f41ff-fd0e-591c-3b35-6f84d82f3c8d,2003-06-08,,999-14-1797,S99935413,X36851510X,Ms.,Ana Luisa894,María842,Castañeda925,,,,white,hispanic,F,Portsmouth  Saint John Parish  DM,142 Kirlin Overpass Apt 72,Hanford,California,Kings County,6031.0,93230,36.33502867363645,-119.66346379249556,6137.6,304710.65,19671
12818431-feda-0ede-11cf-84ced3f4609e,2018-11-22,,999-28-1975,,,,Zachery872,Hobert364,Trantow673,,,,white,hispanic,M,Sacramento  California  US,987 Bogisich Tunnel,Los Angeles,California,Los Angeles County,6037.0,90029,33.9576734108301,-118.33869369431584,18635.64,0.0,85284
5e5eaa31-976d-ff73-ae63-f5cc728e8e90,1961-11-01,2026-04-10,999-75-6379,S99963014,X16486182X,Ms.,Gwyn381,January966,Hayes766,,,S,white,nonhispanic,F,Los Angeles  California  US,939 Watsica Brook Suite 95,Glendale,California,Los Angeles County,6037.0,91201,34.26377478612986,-118.17785162314716,1016147.13,342317.1,70146
c01635e4-11a5-4d21-ac53-1583e15a2aca,1934-08-19,2005-06-14,999-56-1671,S99939533,X75406992X,Mr.,Daren950,Harrison106,Marvin195,,,M,white,nonhispanic,M,Escondido  California  US,750 Stoltenberg Station,Coronado,California,San Diego County,6073.0,91932,32.65361244888989,-117.23736620806132,427393.08,586344.75,88512
07e153d9-174d-94e7-4db0-3f53f85c8d09,1965-02-07,,999-96-6228,S99953533,X6116358X,Mrs.,Santos184,Aurore252,Beer512,,Kilback373,M,native,hispanic,F,San Bruno  California  US,851 Kemmer Fork Apt 93,San Dimas,California,Los Angeles County,6037.0,91724,34.06687846814268,-117.85275404662228,373112.8,428793.33,40139
9ba91773-9f82-eebe-b191-25f5c52f8d45,1991-01-25,,999-77-6966,S99938058,X21829399X,Mr.,Curtis94,Wendell199,DuBuque211,,,M,asian,hispanic,M,Bloomington  California  US,1055 Jenkins Glen Apt 93,Valinda,California,Los Angeles County,,0,34.08242222429447,-117.9256499394386,86673.81,1003138.12,78469
bcf787cc-18f8-caba-96be-2fdad39baf36,1973-02-18,,999-43-9065,S99968889,X37705987X,Mr.,Noah480,Dustin31,Emard19,,,M,white,nonhispanic,M,Morgan Hill  California  US,398 Romaguera Key Suite 90,Diamond Springs,California,El Dorado County,6017.0,95619,38.712007100943865,-120.84415821967252,263696.49,0.0,57540
11bff377-4192-fcbe-40e7-bf37fc5e8cf9,1964-03-08,2017-09-20,999-40-2159,S99924336,X19994490X,Mr.,Edgar153,Kristopher775,Hoppe518,,,M,asian,hispanic,M,Lompoc  California  US,297 Cormier Dale Apt 88,Simi Valley,California,Ventura County,6111.0,93021,34.30897904684109,-118.8718668334832,99513.47,293600.05,38830
eb58a4a1-86ac-acd3-f1b3-c6aa582a947b,1980-05-03,,999-53-3205,S99985525,X87883194X,Mr.,Darwin703,Otha286,Wilderman619,,,M,native,nonhispanic,M,Stockton  California  US,816 Medhurst Mill Suite 11,Madera,California,Madera County,6039.0,93637,37.01001587528912,-120.12616744391904,129594.34,6223.71,69013
bc921f9f-8142-5557-f5d6-a04255ddb0a2,1962-12-02,,999-43-6901,S99934973,X60456374X,Mrs.,Loren192,Sanda877,Cruickshank494,,Fadel536,W,white,nonhispanic,F,Lake Elsinore  California  US,433 Nitzsche Plaza Unit 2,Redlands,California,San Bernardino County,6071.0,92354,34.06837017719828,-117.27073531183292,33113.8,2649401.42,10991
c1fd43e8-e6db-5811-0ef3-29e840516273,2000-07-18,,999-48-9880,S99924126,X79881955X,Ms.,Marget728,Lillian593,Donnelly343,,,,black,hispanic,F,Burbank  California  US,290 Steuber Gardens,Los Angeles,California,Los Angeles County,6037.0,90062,34.203831623428734,-118.50752991000589,46444.28,137453.46,28165
302cfb1e-edd5-a7b7-2b02-ea932468f509,2018-09-12,,999-68-9873,,,,Martín25,,Borrego496,,,,white,hispanic,M,Santiago de los Caballeros  Santiago  DO,892 Grimes Lane Suite 97,Temecula,California,Riverside County,6065.0,92562,33.56693042969253,-117.39294631369977,995.74,24054.23,8281
c130202e-dec0-1ecc-aa03-66e50884b7b9,1999-03-16,,999-25-8966,S99963627,X65970298X,Ms.,Minda79,Berta524,Bernier607,,,,asian,nonhispanic,F,Hong Kong  Hong Kong Special Administrative Region  CN,627 Wilderman Ferry,Yorba Linda,California,Orange County,6059.0,92870,33.878560655716285,-117.7434921975901,139318.24,107304.7,104301
1f72f52c-00ae-a631-a3c0-e4d8170b1cfb,1942-03-12,,999-76-2802,S99976611,X32192559X,Mrs.,Adriana394,,Salazar800,,Paz9,M,white,hispanic,F,Kingston  Kingston  JM,294 Barton Fort,Lancaster,California,Los Angeles County,6037.0,93535,34.74291090591737,-118.3602514286098,335349.9,685803.01,161735
f82bf62c-388a-ed1a-0de2-a03a526016c3,1956-10-20,,999-62-1783,S99946979,X55861723X,Mrs.,Meda165,Lekisha909,Lueilwitz711,,Waelchi213,W,white,nonhispanic,F,Cathedral City  California  US,994 Keebler Landing,Alhambra,California,Los Angeles County,6037.0,91776,34.07792570436176,-118.13499301502584,1169257.23,1112076.5,35288
0eab6e6a-3211-ac1d-569f-bd1e74ba7b59,1982-03-15,,999-44-6322,S99931446,X78411731X,Mrs.,Else33,Loan904,Smitham825,,Breitenberg711,M,white,nonhispanic,F,San Francisco  California  US,954 Gerhold Spur Suite 33,Windsor,California,Sonoma County,6097.0,95436,38.64952759340672,-122.9227028207949,11581.04,658410.52,21369
a7f57482-cb51-21de-f76a-a312559bbc9f,2007-08-25,,999-77-1974,S99958652,,Mr.,Guillermo498,Miguel Ángel46,Abreu185,,,,white,hispanic,M,Juarez  Chihuahua  MX,443 Langworth Skyway Unit 49,San Buenaventura (Ventura),California,Ventura County,6111.0,93004,34.24998246384845,-119.16089929969,84849.73,707907.83,54317
a6c9d0e9-5ac1-5b79-25a1-cabf1507bca4,2011-08-19,,999-51-1987,,,,Frederick289,Jody426,Hermiston71,,,,white,nonhispanic,M,Los Angeles  California  US,734 White Track,Moreno Valley,California,Riverside County,6065.0,92553,33.96053920604749,-117.28718001273393,62734.66,0.0,61771
0b473973-5d01-0baf-ff1a-5a45dbf68e0a,1966-02-03,,999-29-2632,S99910819,X10466497X,Mr.,Normand813,Hubert238,Skiles927,,,M,white,nonhispanic,M,Los Angeles  California  US,680 Zboncak Port Apt 51,Vallejo,California,Solano County,6095.0,94591,38.08729686429421,-122.27713962097856,273994.59,66896.97,40626
6f9625eb-ab4f-8dc5-cdd5-023854b52262,2016-05-17,,999-11-9048,,,,Marco578,Ian270,Mayert710,,,,white,nonhispanic,M,San Rafael  California  US,1034 White Quay,Moreno Valley,California,Riverside County,6065.0,92557,33.93958824049433,-117.30237424257804,1747.73,36486.15,26469
adf630b4-e664-2df8-5ab4-edeb0aeba212,1996-04-17,,999-88-1835,S99942592,X53353182X,Mrs.,Latasha666,Kelsi424,Turner526,,Tremblay80,M,white,nonhispanic,F,Los Angeles  California  US,515 Feeney Common,Modesto,California,Stanislaus County,6099.0,95351,37.63859897196345,-120.90193799176458,12184.47,485330.27,12459
e8ece5d1-e96b-c553-8390-d0a27c993cf2,1961-11-01,,999-14-7184,S99927082,X52813224X,Mrs.,Geraldine667,Alena861,Denesik803,,Tremblay80,M,white,nonhispanic,F,Los Angeles  California  US,953 Heidenreich Route Apt 72,Glendale,California,Los Angeles County,6037.0,91214,34.16703732972818,-118.21398083468222,739684.27,155459.08,70146
e11826cb-983d-3f0b-a3dc-b213b1737700,2011-03-11,,999-34-7858,,,,Alissa315,,Kuvalis369,,,,white,nonhispanic,F,Ben Lomond  California  US,284 Von Manor,Turlock,California,Stanislaus County,6099.0,95382,37.49211433686664,-120.85697912390384,3158.49,57511.52,4438
e4cf839c-8322-db9f-0605-2245a5848da1,1967-04-09,,999-17-9037,S99956251,X83424678X,Mrs.,Christiane220,Adella39,Rippin620,,Lakin515,M,white,nonhispanic,F,Casa de Oro-Mount Helix  California  US,759 Kuhic Plaza,Apple Valley,California,San Bernardino County,6071.0,92308,34.592001882453204,-117.16608841207716,15570.45,1182620.59,16040
39bf1147-4903-f98e-75a9-ba29629d8a38,2006-01-08,,999-68-8621,S99970290,X13448944X,Ms.,Twyla619,Lashawna733,Renner328,,,,white,hispanic,F,Oakland  California  US,775 Effertz Landing Apt 51,Coachella,California,Riverside County,6065.0,92274,33.64378012254906,-116.14448018099591,72710.29,0.0,66369
d3337eb2-8ac9-9a69-c66e-422e9c091ab2,1964-03-08,,999-90-7008,S99965805,X7839869X,Mr.,Dave764,Tommie457,Moore224,,,D,asian,hispanic,M,La Puente  California  US,714 Price Quay,Simi Valley,California,Ventura County,6111.0,93021,34.17471392178141,-118.8450920987418,321225.61,631775.52,38830
de247c8c-0e68-112d-5a67-1e5342c8923a,2002-01-11,,999-75-6080,S99958801,X10046093X,Mr.,Efrain317,Antwan357,Kuhic920,,,,black,nonhispanic,M,Paradise  California  US,539 Gleichner Crossroad Suite 24,Martinez,California,Contra Costa County,6013.0,94523,38.04160575694764,-122.15528541758565,142643.7,778199.24,121547
ff218e82-e482-477d-7062-bfbfad5a576c,1968-07-09,,999-78-4594,S99969631,X21203317X,Mr.,Mason910,,Stokes453,MD,,D,white,nonhispanic,M,Clovis  California  US,665 Marks Throughway Apt 72,Granite Bay,California,Placer County,6061.0,95746,38.70293526954493,-121.17077813520112,86380.45,348238.49,156548
6c5f51cb-b9e1-a4c8-81c4-d77d5c12b5aa,1943-02-14,2019-10-03,999-12-1319,S99961155,X81324276X,Mr.,Reynaldo722,Alfonzo975,Donnelly343,,,M,black,nonhispanic,M,National City  California  US,683 Koepp Run,Fortuna,California,Humboldt County,6023.0,95540,40.60970373986373,-124.13324745456752,20503.63,617128.27,22151
ef69ed8d-6140-11ec-4bbc-4c85974f1f4e,1997-11-30,,999-31-7950,S99965949,X6750695X,Mrs.,Loria303,Carly657,Vandervort697,,Walter473,M,white,nonhispanic,F,American Canyon  California  US,198 Romaguera Dam,Downey,California,Los Angeles County,6037.0,90240,33.99699803459963,-118.10255876816126,477316.03,46318.82,70946
115b2909-3536-a65f-aae9-f3ff862afdc1,2015-02-16,,999-90-1802,,,,Joline447,Torie475,Roob72,,,,white,nonhispanic,F,Apple Valley  California  US,416 Larson Mall,Bret Harte,California,Stanislaus County,,0,37.628238421041615,-120.9689840659846,1750.0,37407.55,19903
d7a91cb6-d2bd-b668-dafd-966c886d8f8f,2000-05-05,,999-22-8681,S99975770,X57582872X,Ms.,Leatha675,Temika453,Erdman779,,,,white,nonhispanic,F,San Diego  California  US,495 Pollich Highlands,Temecula,California,Riverside County,6065.0,92563,33.555974264049176,-117.11567650298817,198138.7,280604.58,95286
b4ab6bfa-6736-2776-6ba7-a457194fff8f,1999-11-22,,999-63-5656,S99970131,X2076852X,Mr.,Wilton999,,Hand679,,,,asian,nonhispanic,M,Fairfield  California  US,517 Maggio Dam Apt 78,Santa Clara,California,Santa Clara County,6085.0,95117,37.317160419264,-121.9251099714401,110565.48,14103.98,156959
2febe9b7-fb58-955f-595e-94e51baf81f5,2005-03-15,,999-81-5188,S99964869,X54663847X,Ms.,Mozelle144,,Mraz590,,,,white,nonhispanic,F,Rialto  California  US,704 Olson Alley Unit 41,Camp Pendleton North,California,San Diego County,,0,33.33741152830096,-117.32238408436336,83358.81,15856.06,164848
91d947a8-9fc9-ff8b-ec8c-0f9aedd72157,1973-02-03,,999-15-9079,S99931256,X55627135X,Mrs.,Clara183,Luz785,Pulido715,,Tello902,D,white,hispanic,F,Bayamon  Puerto Rico  PR,733 Towne Fort Suite 56,Los Angeles,California,Los Angeles County,6037.0,91371,34.290338856384025,-118.41267872193036,142832.58,271821.55,36466
f77ec335-4960-2623-1203-5d7a6aa20922,1934-08-19,,999-76-6597,S99970514,X50456467X,Mr.,Edgar153,,Berge125,,,S,white,nonhispanic,M,Eastvale  California  US,186 Schoen Green Unit 30,Coronado,California,San Diego County,6073.0,92155,32.72282637903897,-117.16087638454508,729237.64,524471.74,88512
48f5711d-6934-6e6f-f4eb-a8783840d946,1954-05-01,,999-23-1933,S99970554,X31174837X,Mr.,Andrew29,Isaiah615,Skiles927,,,D,white,nonhispanic,M,Los Angeles  California  US,377 Corkery Ferry Unit 0,Rosemead,California,Los Angeles County,6037.0,91776,34.10618132095824,-118.06522310141328,323940.89,220568.43,94735
982deabe-06f0-dfc7-b860-031992bca353,1920-05-14,2013-05-25,999-30-6862,S99910772,X63629142X,Mrs.,Gayle448,,Jerde200,,Lemke654,M,white,hispanic,F,Burlingame  California  US,555 Parisian Ville Suite 73,Victorville,California,San Bernardino County,6071.0,92392,34.496644245680734,-117.36494748400862,523491.96,446777.51,41812
d792471f-35c7-c749-9ddc-53c5e6a8b7f1,1982-11-17,,999-57-4412,S99949621,X5697334X,Mrs.,María Luisa888,Isabela97,Vásquez905,,Concepción765,M,white,hispanic,F,Havana  Havana  CU,208 Goyette Row Unit 58,Gardena,California,Los Angeles County,6037.0,90249,33.91458229895038,-118.2883472558082,428508.44,1777978.49,144416
78b757ad-491c-5cf3-6fa2-ebc5a34b9926,1967-01-31,,999-40-7855,S99980738,X36527057X,Mrs.,Diann220,Lashawnda573,Crona259,,Lehner980,M,white,nonhispanic,F,Fresno  California  US,459 Wuckert Crossroad,Gilroy,California,Santa Clara County,6085.0,95020,37.05937587466069,-121.53332628793731,323826.11,552649.51,135642
517d2e07-34bb-2f63-99b5-6da85b7cc31b,1996-01-23,,999-66-7686,S99974111,X29778467X,Mr.,Willard975,Abram53,Ankunding277,,,S,native,nonhispanic,M,Los Angeles  California  US,445 Rippin Camp Apt 2,Huntington Park,California,Los Angeles County,6037.0,90255,34.02035592587896,-118.21682951454878,5911.65,119521.85,13857
1e6f9835-cb34-6869-a74a-02901ca39c99,1956-02-02,,999-94-2601,S99979739,X39665519X,Mrs.,Valerie954,Patti584,Wisoky380,,Ruecker817,D,asian,nonhispanic,F,Rocklin  California  US,185 Stamm Overpass Apt 77,Stockton,California,San Joaquin County,6077.0,95209,38.04311970629528,-121.33976534112868,1084412.64,616998.42,64741
93940293-b206-f036-de20-fa5e16a560c3,2007-08-16,,999-22-5457,S99988258,,Ms.,Anabel269,Nanci249,Hilll811,,,,white,hispanic,F,Corona  California  US,463 Leannon Trace Apt 29,Lamont,California,Kern County,6029.0,93241,35.29019137828285,-118.86487697002656,65464.9,14081.7,55671
f524eb20-594d-232c-ba0e-29f0f0574e56,1943-02-14,2011-07-16,999-44-5477,S99921076,X70488677X,Mr.,Truman805,,Funk324,,,D,black,nonhispanic,M,Santa Monica  California  US,813 Mann Burg Unit 14,Fortuna,California,Humboldt County,6023.0,95540,40.598526060878925,-124.11600595062686,41555.03,5473327.38,22151
65e25da3-728a-8171-5a94-66d1dbce6b63,1942-11-23,,999-35-1767,S99925150,X88103050X,Mr.,Víctor493,Gregorio366,Esquibel766,,,W,white,hispanic,M,Carolina  Puerto Rico  PR,203 Cormier Heights,Manteca,California,San Joaquin County,6077.0,95336,37.81792244514896,-121.27234226990626,333066.02,243605.34,57497
20c25b39-f856-56f6-4afd-a1ee3bb72d04,2007-12-21,,999-21-4669,S99991458,,Ms.,Janay119,Dung738,Murazik203,,,,white,hispanic,F,West Rancho Dominguez  California  US,123 Will Wall Unit 33,Los Angeles,California,Los Angeles County,6037.0,90038,34.21200856307,-118.36780850111322,79967.38,288970.46,68290
9c7b4211-0cae-b965-ac8f-403b99d03f8d,1985-07-10,,999-13-7299,S99987103,X25397775X,Mr.,Emilio417,,Arguello39,,,M,asian,hispanic,M,Mexico City  Mexico City  MX,273 Emard Ranch Suite 58,Coto de Caza,California,Orange County,6059.0,92679,33.63868950692568,-117.597985447701,64974.83,81126.56,181906
b7a55edf-db9a-4e21-9544-b62242106ef6,2024-10-15,,999-25-9320,,,,Ángela136,Carmen818,Quesada500,,,,white,hispanic,F,Bayamon  Puerto Rico  PR,701 Stamm Highlands,Burbank,California,Los Angeles County,6085.0,95128,34.177917760845475,-118.27264195519818,8156.76,0.0,84674
4adf4afc-575e-f767-87c0-4b6f5d397d00,2020-03-19,,999-66-3577,,,,Dallas143,,Oberbrunner298,,,,white,nonhispanic,M,San Clemente  California  US,829 Kirlin Ramp Suite 88,San Francisco,California,San Francisco County,6075.0,94127,37.77985568708046,-122.37401583214876,7852.77,4949.17,389988
1cdd2d37-5cb4-6f26-05e0-b16f637cdcca,1965-01-21,,999-71-6172,S99968539,X3456233X,Mrs.,Katina266,Terina405,Cummerata161,,Kovacek682,M,black,hispanic,F,Bellflower  California  US,1026 Parker Neck Unit 89,North Highlands,California,Sacramento County,6067.0,95660,38.696525450601655,-121.38048621071802,34635.34,1940220.9,10107
46ebd525-80ee-cf49-6f43-855a8bcc2999,1977-10-07,,999-80-4561,S99966162,X20104674X,Mrs.,Ricarda574,Louann705,Altenwerth646,,Leffler128,M,other,nonhispanic,F,Stockton  California  US,833 Bode Lodge,East Palo Alto,California,San Mateo County,6085.0,94303,37.48248819480406,-122.08960516171103,174748.23,1935710.02,34547
8e3def95-2073-fff9-42e4-1bee0907837e,1998-10-23,,999-51-9367,S99960697,X39642031X,Ms.,Isabel214,Luisa710,Ballesteros368,,,,white,hispanic,F,Salisbury  Saint Joseph Parish  DM,907 Bechtelar Drive,Vista,California,San Diego County,6073.0,92084,33.1249313353429,-117.18430405737617,438821.08,147484.5,119047
7c821f8f-fa56-e1d8-278d-85c435c4ff59,1994-03-28,,999-93-4769,S99959340,X64768102X,Mr.,Arturo47,Hugo693,Quezada963,,,S,white,hispanic,M,Gaudalajara  Jalisco  MX,1007 Wintheiser Hollow,San Diego,California,San Diego County,6073.0,92139,32.70537512093547,-117.07760313221688,73435.05,39166.88,97114
57c95019-f0d3-cbde-78eb-2aec53ace043,2016-09-26,,999-87-9856,,,,Norris589,Marty115,Kuhn96,,,,white,nonhispanic,M,Albany  California  US,1074 Murray Trailer,Anaheim,California,Orange County,6059.0,92805,33.78922601066197,-118.02117513573234,1600.0,32647.4,12545
d2679065-f26e-7d6d-39c9-c8315ddc14d2,1978-02-24,,999-83-1134,S99985437,X64431864X,Mrs.,Erin498,,Daniel959,,Brekke496,W,asian,nonhispanic,F,Santa Rosa  California  US,1052 Homenick Promenade Suite 33,Moorpark,California,Ventura County,6111.0,93021,34.27789756862933,-118.92667382700806,386771.41,562999.27,152769
c75ebced-4d16-3778-e0ba-ef06a7f5fb5d,1920-05-14,1983-09-25,999-67-5991,S99955237,X4838102X,Mrs.,Tamara8,Kathlyn335,Bednar518,,Rogahn59,M,white,hispanic,F,Santa Clarita  California  US,334 Goodwin Meadow Unit 38,Victorville,California,San Bernardino County,6071.0,92307,34.45329734141701,-117.32420339294768,1009513.25,948867.23,41812
fa4c98ab-3b1d-52c6-b1f1-07d720b6dd59,1985-05-22,,999-88-7433,S99912789,X45993762X,Mrs.,Mercy752,Katelyn962,Rolfson709,,Kling921,M,white,nonhispanic,F,Pico Rivera  California  US,880 Stamm Avenue Suite 69,Rowland Heights,California,Los Angeles County,6037.0,91748,33.96963773274285,-117.9147558812286,11927.11,1179323.3,36675
6ff1d9eb-a303-534d-4182-da9fcd5706ee,2011-12-25,,999-89-6554,,,,Heath320,Ezequiel972,Bailey598,,,,white,nonhispanic,M,San Diego  California  US,1059 Aufderhar Branch,Fullerton,California,Orange County,6059.0,92806,33.869617359707625,-117.88501733691896,2605.72,45664.5,24044
